doi,all_authors,title,genre,published_date,year,journal_name,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa_normalized,oa_status_normalized,oa_host_type_normalized,oa_host_domain
10.1093/mnras/stz2382,Wegg C.,The Milky Way bar/bulge in proper motions: a 3D view from VIRAC and Gaia,journal-article,2019-09-10,2019.0,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Oxford University Press (OUP),Accès ouvert,Green,Archive ouverte,uhra.herts.ac.uk
10.1126/scitranslmed.aaf8807,Julia V.,Hookworm recombinant protein promotes regulatory T cell responses that suppress experimental asthma,journal-article,2016-10-26,2016.0,Science Translational Medicine,1946-6234,False,False,American Association for the Advancement of Science (AAAS),Accès fermé,Closed,Accès fermé,
10.30802/AALAS-CM-18-000012,Bertero T.,Longitudinal Evaluation of Pulmonary Arterial Hypertension in a Rhesus Macaque (Macaca mulatta) Model of HIV Infection,journal-article,2018-12-01,2018.0,Comparative Medicine,1532-0820,False,False,American Association for Laboratory Animal Science,Accès ouvert,Green,Archive ouverte,"europepmc.org,www.ncbi.nlm.nih.gov"
10.1016/j.mad.2020.111256,Gilson E.|Jacome Burbano M.S.,Long-lived post-mitotic cell aging: is a telomere clock at play?,journal-article,2020-07-01,2020.0,Mechanisms of Ageing and Development,0047-6374,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1088/1475-7516/2019/03/044,Karlica M.|Ruffini R.,Electromagnetic emission of white dwarf binary mergers,journal-article,2019-03-29,2019.0,Journal of Cosmology and Astroparticle Physics,1475-7516,False,False,IOP Publishing,Accès ouvert,Green,Archive ouverte,"ore.exeter.ac.uk,arxiv.org"
10.1016/j.neurenf.2019.10.002,Thümmler S.|Dor E.|Fernandez A.|Menard M.L.|Askenazy F.,"Pédopsychiatrie et pharmacogénétique : pharmacorésistance aux psychotropes et duplication du cytochrome P450 2D6, à propos de trois cas cliniques",journal-article,2019-12-01,2019.0,Neuropsychiatrie de l'Enfance et de l'Adolescence,0222-9617,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1103/PhysRevB.95.144501,Flottat T.|Batrouni G.|Hébert F.,Phase diagram of bosons in a two-dimensional optical lattice with infinite-range cavity-mediated interactions,journal-article,2017-04-03,2017.0,Physical Review B,2469-9950,False,False,American Physical Society (APS),Accès ouvert,Green,Archive ouverte,arxiv.org
10.1002/jsfa.8520,Michel T.|Stierlin E.|Azoulay S.|Massi L.|Fernandez X.,Cosmetic potentials of Prunus domestica L.,journal-article,2017-08-28,2017.0,Journal of the Science of Food and Agriculture,0022-5142,False,False,Wiley,Accès fermé,Closed,Accès fermé,
10.1007/s11695-017-2984-z,Iannelli A.|Favrè G.,Low-Purine Diet Is More Effective Than Normal-Purine Diet in Reducing the Risk of Gouty Attacks After Sleeve Gastrectomy in Patients Suffering of Gout Before Surgery: a Retrospective Study,journal-article,2017-10-23,2017.0,Obesity Surgery,0960-8923,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1109/ICEAA.2017.8065498,Luxey C.|Titz D.|Bisognin A.|Lacombe E.,Low-cost plastic lens fabricated in FDM 3D-printing technology targeting high data rate wireless links above 200 GHz,proceedings-article,2017-09-01,2017.0,2017 International Conference on Electromagnetics in Advanced Applications (ICEAA),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.1093/mnras/sty2276,Hill V.,The Pristine survey IV: approaching the Galactic metallicity floor with the discovery of an ultra-metal-poor star,journal-article,2018-08-18,2018.0,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Oxford University Press (OUP),Accès ouvert,Green,Archive ouverte,"arxiv.org,pure.rug.nl,www.rug.nl"
10.1051/0004-6361/201731321,Maurogordato S.,The XXL Survey. XXIII. The mass scale of XXL clusters from ensemble spectroscopy,journal-article,2018-11-20,2018.0,Astronomy & Astrophysics,0004-6361,False,False,EDP Sciences,Accès ouvert,Bronze,Editeur et archive ouverte,"www.aanda.org,researchonline.ljmu.ac.uk,arxiv.org,arxiv.org,research-repository.st-andrews.ac.uk,research-information.bris.ac.uk"
10.2337/db16-0956,Hinault C.|Dumortier O.|Lebrun P.|Casamento V.|Johnston H.|Roger E.|Lopez P.|Amri E.Z.|Gautier N.|Van Obberghen E.,Age-Dependent Control of Energy Homeostasis by Brown Adipose Tissue in Progeny Subjected to Maternal Diet–Induced Fetal Programming,journal-article,2016-12-07,2016.0,Diabetes,0012-1797,False,False,American Diabetes Association,Accès ouvert,Bronze,Editeur,diabetes.diabetesjournals.org
10.1016/j.energy.2019.05.013,Harkouss F.,Optimal design of renewable energy solution sets for net zero energy buildings,journal-article,2019-07-01,2019.0,Energy,0360-5442,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1063/1.4986654,Bashtova K.,Thermal effects on 3D crater shape during IR laser ablation of monocrystalline silicon: From femtoseconds to microseconds,journal-article,2017-07-14,2017.0,Journal of Applied Physics,0021-8979,False,False,AIP Publishing,Accès fermé,Closed,Accès fermé,
10.7566/JPSJ.86.101010,Peruani F.,Hydrodynamic Equations for Flocking Models without Velocity Alignment,journal-article,2017-10-15,2017.0,Journal of the Physical Society of Japan,0031-9015,False,False,Physical Society of Japan,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1080/00397911.2019.1699933,Poulain-Martini S.|Dunach E.,"Synthesis of functionalized dihydroimidazo[1,2-A]pyridines and 4-thiazolidinone derivatives from maleimide, as new class of antimicrobial agents",journal-article,2019-12-26,2019.0,Synthetic Communications,0039-7911,False,False,Informa UK Limited,Accès fermé,Closed,Accès fermé,
10.1103/PhysRevE.97.062805,Frisch T.|Schifani G.|Argentina M.,Equilibrium and dynamics of strained islands,journal-article,2018-06-29,2018.0,Physical Review E,2470-0045,False,False,American Physical Society (APS),Accès ouvert,Green,Archive ouverte,arxiv.org
10.3233/JAD-160268,Manera V.|König A.|Sacco G.|Ben-Sadoun G.|Bourgeois J.|Robert P.|D'Arripe-Longueville F.|Bremond F.,"Physical and Cognitive Stimulation Using an Exergame in Subjects with Normal Aging, Mild and Moderate Cognitive Impairment",journal-article,2016-08-08,2016.0,Journal of Alzheimer's Disease,1387-2877,False,False,IOS Press,Accès ouvert,Green,Archive ouverte,pdfs.semanticscholar.org
10.1016/j.hal.2017.03.002,Mangialajo L.|Fricke A.|Catania D.,Benthic Dinoflagellate Integrator (BEDI): A new method for the quantification of Benthic Harmful Algal Blooms,journal-article,2017-04-01,2017.0,Harmful Algae,1568-9883,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.sorbonne-universite.fr,hal.sorbonne-universite.fr"
10.3389/fcell.2020.00663,Ikhlef S.|Lipp N.F.|Drin G.|Milanini J.,Lipid Exchangers: Cellular Functions and Mechanistic Links With Phosphoinositide Metabolism,journal-article,2020-07-21,2020.0,Frontiers in Cell and Developmental Biology,2296-634X,True,True,Frontiers Media SA,Accès ouvert,Gold,Editeur et archive ouverte,"www.frontiersin.org,doi.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,www.ncbi.nlm.nih.gov"
10.15252/embr.201541499,Cazareth J.|Devaux N.|Cansell C.|Le Thuc O.|Bourourou M.|Heurteaux C.|Stobbe K.|Blondeau N.|Guyon A.|Rovère C.|Nahon J.L.,Central CCL2 signaling onto MCH neurons mediates metabolic and behavioral adaptation to inflammation,journal-article,2016-10-12,2016.0,EMBO reports,1469-221X,False,False,EMBO,Accès ouvert,Green,Archive ouverte,"europepmc.org,www.ncbi.nlm.nih.gov"
10.1007/s11101-020-09719-z,Michel T.|Stierlin É.|Héral B.|Fernandez X.,Phytochemicals from the genus Lavandula: a review,journal-article,2020-09-28,2020.0,Phytochemistry Reviews,1568-7767,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1142/S0219581X19400398,Michon A.,Silicene Nanostructures Grown on Graphene Covered Sic (0001) Substrate,journal-article,2019-06-01,2019.0,International Journal of Nanoscience,1793-5350,False,False,World Scientific Pub Co Pte Lt,Accès fermé,Closed,Accès fermé,
10.3917/inno.049.0005,Attour A.,Approches interactives de l’innovation et gestion des connaissances,journal-article,2016-01-01,2016.0,Innovations,1267-4982,False,False,CAIRN,Accès fermé,Closed,Accès fermé,
10.1109/SUM48678.2020.9161062,Cvetojevic N.,Star crossed? Combining photonics and astronomy,proceedings-article,2020-07-01,2020.0,2020 IEEE Photonics Society Summer Topicals Meeting Series (SUM),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.3917/reof.153.0289,Napoletano M.,Les modèles multi-agents et leurs conséquences pour l’analyse macroéconomique,journal-article,2017-01-01,2017.0,Revue de l'OFCE,1265-9576,False,False,CAIRN,Accès ouvert,Green,Archive ouverte,"spire.sciencespo.fr,spire.sciencespo.fr,www.ofce.sciences-po.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1016/j.proeng.2016.07.411,Batica J.|Gourbesville P.,Resilience in Flood Risk Management – A New Communication Tool,journal-article,2016-01-01,2016.0,Procedia Engineering,1877-7058,True,False,Elsevier BV,Accès ouvert,Gold,Editeur,doi.org
10.1016/j.celrep.2017.03.033,Roumengous S.|Rousset R.|Noselli S.,Polycomb and Hox Genes Control JNK-Induced Remodeling of the Segment Boundary during Drosophila Morphogenesis,journal-article,2017-04-01,2017.0,Cell Reports,2211-1247,True,True,Elsevier BV,Accès ouvert,Gold,Editeur,"www.cell.com,doi.org"
10.1007/s11725-016-0677-8,Hébuterne X.|Pishvaie D.|Schneider S.,Nutrition parentérale à domicile : grands principes,journal-article,2016-10-05,2016.0,Côlon & Rectum,1951-6371,False,False,Lavoisier,Accès fermé,Closed,Accès fermé,
10.1039/c8cc05176c,Den Auwer C.,Electronic structure of f-element Prussian Blue analogs determined by soft X-ray absorption spectroscopy,journal-article,2018-01-01,2018.0,Chemical Communications,1359-7345,False,False,Royal Society of Chemistry (RSC),Accès ouvert,Green,Archive ouverte,"escholarship.org,escholarship.org"
10.1109/TASE.2017.8285634,Roudier Y.,Formal specification of security guidelines for program certification,proceedings-article,2017-09-01,2017.0,2017 International Symposium on Theoretical Aspects of Software Engineering (TASE),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.1111/cts.12883,Rocher F.|Viard D.|Romani S.|Van-Obberghen É.|Fresse A.|Gérard A.|Drici M.D.,Insights on the evidence of cardiotoxicity of hydroxychloroquine prior and during COVID‐19 epidemic,journal-article,2020-10-23,2020.0,Clinical and Translational Science,1752-8054,True,True,Wiley,Accès ouvert,Gold,Editeur,"ascpt.onlinelibrary.wiley.com,doi.org"
10.1016/j.paid.2016.02.067,Radel R.,How impulsivity shapes the interplay of impulsive and reflective processes involved in objective physical activity,journal-article,2016-07-01,2016.0,Personality and Individual Differences,0191-8869,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1016/j.buildenv.2016.02.002,Biwole P.H.|Fu S.|Mathis C.,Numerical and experimental comparison of 3D Particle Tracking Velocimetry (PTV) and Particle Image Velocimetry (PIV) accuracy for indoor airflow study,journal-article,2016-05-01,2016.0,Building and Environment,0360-1323,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1016/j.neurenf.2018.02.001,Troubé S.,Remarques épistémologiques et cliniques sur la notion de vulnérabilité psychotique,journal-article,2018-06-01,2018.0,Neuropsychiatrie de l'Enfance et de l'Adolescence,0222-9617,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,univoak.eu
10.1016/j.tecto.2015.09.015,Lin K.C.|Delouis B.|Nocquet J.M.,"Reassessing the complexity of the rupture of the 2010 Jia-Shian earthquake (Mw 6.2) in Southwestern Taiwan by inverting jointly teleseismic, strong-motion and CGPS data",journal-article,2016-12-01,2016.0,Tectonophysics,0040-1951,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1111/2041-210X.13126,Bennett N.J.,"Expanding the role of social science in conservation through an engagement with philosophy, methodology, and methods",journal-article,2019-01-08,2019.0,Methods in Ecology and Evolution,2041-210X,False,False,Wiley,Accès ouvert,Hybrid,Editeur et archive ouverte,"besjournals.onlinelibrary.wiley.com,doi.org,opus.lib.uts.edu.au,cronfa.swan.ac.uk,research.bangor.ac.uk,eprints.utas.edu.au,www.repository.cam.ac.uk"
10.1016/j.jcrysgro.2018.07.023,Korytov M.|Vennéguès P.|Matta S.|Al Khalfioui M.|Brault J.|Massies J.,Properties of AlN layers grown on c-sapphire substrate using ammonia assisted MBE,journal-article,2018-10-01,2018.0,Journal of Crystal Growth,0022-0248,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1109/TNS.2020.2971152,El Hamzaoui H.|Mady F.|Guttilla A.|Benabdesselam M.|Blanc W.,Investigation of thermoluminescence properties of potential fibered-OSL dosimeter materials,journal-article,2020-07-01,2020.0,IEEE Transactions on Nuclear Science,0018-9499,False,False,Institute of Electrical and Electronics Engineers (IEEE),Accès fermé,Closed,Accès fermé,
10.1117/12.2325135,Tarabalka Y.|Mattéo L.|Manighetti I.,Digital surface model generation from multiple optical high-resolution satellite images,proceedings-article,2018-10-09,2018.0,Image and Signal Processing for Remote Sensing XXIV,,False,False,SPIE,Accès ouvert,Green,Archive ouverte,"hal.inria.fr,hal.inria.fr"
10.1016/j.apsusc.2018.04.268,Darmanin T.|Ramos Chagas G.|Amigoni S.|Guittard F.,Anti-bacterial and fluorescent properties of hydrophobic electrodeposited non-fluorinated polypyrenes,journal-article,2018-09-01,2018.0,Applied Surface Science,0169-4332,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1016/j.jbspin.2015.04.013,Roux C.H.|Euller-Ziegler L.,Femoro-tibial knee osteoarthritis: One or two X-rays? Results from a population-based study,journal-article,2016-01-01,2016.0,Joint Bone Spine,1297-319X,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.3390/cells9112367,Wagner N.|Wagner K.D.,The Role of PPARs in Disease,journal-article,2020-10-28,2020.0,Cells,2073-4409,True,True,MDPI AG,Accès ouvert,Gold,Editeur et archive ouverte,"www.mdpi.com,doi.org,www.ncbi.nlm.nih.gov"
10.1007/978-3-319-61563-9_11,Ferrero F.|Lizzi L.,Reconfigurable and Long-Range Wireless Sensor Node for Long Time Operation,book-chapter,2017-01-01,2017.0,Sensor Systems and Software,1867-8211,False,False,Springer International Publishing,Accès fermé,Closed,Accès fermé,
10.1007/s10340-020-01286-8,Amiens-Desneux E.|Béarez P.|de Campos M.R.|Desneux N.,Thermal biology of Tuta absoluta: demographic parameters and facultative diapause,journal-article,2020-10-06,2020.0,Journal of Pest Science,1612-4758,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1051/0004-6361/201629678,Cappi A.,The VIMOS Public Extragalactic Redshift Survey (VIPERS). Measuring the growth rate of structure around cosmic voids,journal-article,2017-11-01,2017.0,Astronomy & Astrophysics,0004-6361,False,False,EDP Sciences,Accès ouvert,Bronze,Editeur et archive ouverte,"www.aanda.org,arxiv.org,ruj.uj.edu.pl,hal.archives-ouvertes.fr,researchportal.port.ac.uk,researchportal.port.ac.uk,hal.archives-ouvertes.fr"
10.1140/epjb/e2020-10310-4,Wang X.,Dynamic recombination of triplet exciton with trapped counterion in conjugated polymers,journal-article,2020-09-01,2020.0,The European Physical Journal B,1434-6028,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1016/j.brachy.2019.10.007,Schiappa R.|Gautier M.|Gal J.|Fouche Y.|Chand M.E.|Hannoun-Lévi J.M.|Lam Cham Kee D.|Boulahssass R.,Accelerated partial breast irradiation in the elderly: 5-Year results of the single fraction elderly breast irradiation (SiFEBI) phase I/II trial,journal-article,2020-01-01,2020.0,Brachytherapy,1538-4721,False,False,Elsevier BV,Accès ouvert,Bronze,Editeur,www.brachyjournal.com
10.24963/ijcai.2018/766,Villata S.|Cabrio E.,Five Years of Argument Mining: a Data-driven Analysis,proceedings-article,2018-07-01,2018.0,Proceedings of the Twenty-Seventh International Joint Conference on Artificial Intelligence,,False,False,International Joint Conferences on Artificial Intelligence Organization,Accès ouvert,Bronze,Editeur et archive ouverte,"www.ijcai.org,pdfs.semanticscholar.org"
10.1051/medsci/2019147,Yvan-Charvet L.|Merlin J.,Le sommeil protège-t-il nos vaisseaux sanguins ?,journal-article,2019-10-01,2019.0,médecine/sciences,0767-0974,False,False,EDP Sciences,Accès ouvert,Hybrid,Editeur et archive ouverte,"www.medecinesciences.org,doi.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,www.medecinesciences.org"
10.3847/1538-4357/aac6c8,Abe L.,High-contrast Polarimetry Observation of the T Tau Circumstellar Environment,journal-article,2018-07-12,2018.0,The Astrophysical Journal,0004-637X,False,False,American Astronomical Society,Accès ouvert,Green,Archive ouverte,"repository.arizona.edu,arxiv.org,www.repository.cam.ac.uk"
10.1002/jcp.29032,Azoulay S.|Paré M.|Yao X.|Ravaud C.|Mazure N.M.|Mazure N.M.|Ladoux A.|Dani C.,Resveratrol and HIV‐protease inhibitors control UCP1 expression through opposite effects on p38 MAPK phosphorylation in human adipocytes,journal-article,2019-07-11,2019.0,Journal of Cellular Physiology,0021-9541,False,False,Wiley,Accès fermé,Closed,Accès fermé,
10.3390/ijms21010157,Pouyssegur J.,Tumor Microenvironment: A Metabolic Player that Shapes the Immune Response,journal-article,2019-12-25,2019.0,International Journal of Molecular Sciences,1422-0067,True,True,MDPI AG,Accès ouvert,Gold,Editeur et archive ouverte,"www.mdpi.com,doi.org,europepmc.org,www.ncbi.nlm.nih.gov"
10.1038/s41467-020-17998-5,Heinzel J.|Christensen N.,Measuring the Hubble constant with a sample of kilonovae,journal-article,2020-08-17,2020.0,Nature Communications,2041-1723,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"www.nature.com,doi.org,escholarship.org,www.ncbi.nlm.nih.gov,authors.library.caltech.edu,arxiv.org"
10.1016/j.sigpro.2017.12.015,Favier G.,Tensor modelling of MIMO communication systems with performance analysis and Kronecker receivers,journal-article,2018-04-01,2018.0,Signal Processing,0165-1684,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.3389/fams.2019.00036,Meste O.,Detection of Spatio-Temporal Recurrent Patterns in Dynamical Systems,journal-article,2019-08-02,2019.0,Frontiers in Applied Mathematics and Statistics,2297-4687,True,True,Frontiers Media SA,Accès ouvert,Gold,Editeur et archive ouverte,"www.frontiersin.org,doi.org,pdfs.semanticscholar.org"
10.1016/j.jqsrt.2017.04.009,Faurobert M.,FBILI method for multi-level line transfer,journal-article,2017-07-01,2017.0,Journal of Quantitative Spectroscopy and Radiative Transfer,0022-4073,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1016/j.solener.2020.01.057,Fatnassi H.|Poncet C.,Performance of photovoltaic canarian greenhouse: A comparison study between summer and winter seasons,journal-article,2020-03-01,2020.0,Solar Energy,0038-092X,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1161/CIRCRESAHA.119.314793,Bertero T.,"Characterization of Kcnk3 -Mutated Rat, a Novel Model of Pulmonary Hypertension",journal-article,2019-09-13,2019.0,Circulation Research,0009-7330,False,False,Ovid Technologies (Wolters Kluwer Health),Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1145/3377555.3377888,Serrano M.,Dynamic property caches: a step towards faster JavaScript proxy objects,proceedings-article,2020-02-22,2020.0,Proceedings of the 29th International Conference on Compiler Construction,,False,False,ACM,Accès fermé,Closed,Accès fermé,
10.1051/0004-6361/201833195,Chiavassa A.|Faurobert M.|Ricort G.|Carbillet M.,Temperature gradient in the solar photosphere. Test of a new spectroscopic method and study of its feasibility for ground-based telescopes,journal-article,2018-08-01,2018.0,Astronomy & Astrophysics,0004-6361,False,False,EDP Sciences,Accès ouvert,Bronze,Editeur et archive ouverte,"www.aanda.org,arxiv.org,www.aanda.org"
10.3917/inno.059.0151,Saglietto L.|Cézanne C.,Le financement participatif de projets d’énergies renouvelables (EnR) : éclairages sur le modèle économique et les risques d’une plateforme française,journal-article,2019-01-01,2019.0,Innovations,1267-4982,False,False,CAIRN,Accès fermé,Closed,Accès fermé,
10.1098/rsta.2019.0405,Vincenzi D.,Dynamics of a long chain in turbulent flows: impact of vortices,journal-article,2020-06-22,2020.0,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",1364-503X,False,False,The Royal Society,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1038/srep46277,Douguet D.,Computational analysis of calculated physicochemical and ADMET properties of protein-protein interaction inhibitors,journal-article,2017-04-11,2017.0,Scientific Reports,2045-2322,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"www.nature.com,doi.org,europepmc.org,www.ncbi.nlm.nih.gov"
10.1016/j.disc.2018.06.035,Havet F.,Minimum density of identifying codes of king grids,journal-article,2018-10-01,2018.0,Discrete Mathematics,0012-365X,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.inria.fr,hal.inria.fr,hal.inria.fr,hal.inria.fr"
10.1007/s00424-017-1951-9,Ivanov S.,Myeloid cells pave the way for lymphatic system development and maintenance,journal-article,2017-02-20,2017.0,Pflügers Archiv - European Journal of Physiology,0031-6768,False,False,Springer Science and Business Media LLC,Accès ouvert,Green,Archive ouverte,"europepmc.org,www.ncbi.nlm.nih.gov"
10.1016/j.crhy.2019.09.002,Bernardin C.,Foreword,journal-article,2019-07-01,2019.0,Comptes Rendus Physique,1631-0705,False,False,Elsevier BV,Accès ouvert,Hybrid,Editeur,doi.org
10.1016/j.jnoncrysol.2015.11.029,Blanc W.,Deformation of silica glass studied by molecular dynamics: Structural origin of the anisotropy and non-Newtonian behavior,journal-article,2016-02-01,2016.0,Journal of Non-Crystalline Solids,0022-3093,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1177/1553350619895631,Zenerino A.,Feasibility and Efficiency of Sutureless End Enterostomy by Means of a 3D-Printed Device in a Porcine Model,journal-article,2020-01-15,2020.0,Surgical Innovation,1553-3506,False,False,SAGE Publications,Accès fermé,Closed,Accès fermé,
10.1051/epjconf/201816804009,Kovacevic M.|Karlica M.|Ruffini R.,Evolution of an electron-positron plasma produced by induced gravitational collapse in binary-driven hypernovae,journal-article,2018-01-01,2018.0,EPJ Web of Conferences,2100-014X,True,True,EDP Sciences,Accès ouvert,Gold,Editeur,"www.epj-conferences.org,doi.org"
10.3390/polym12010032,Donato R.K.|Mija A.,"Keratin Associations with Synthetic, Biosynthetic and Natural Polymers: An Extensive Review",journal-article,2019-12-23,2019.0,Polymers,2073-4360,True,True,MDPI AG,Accès ouvert,Gold,Editeur et archive ouverte,"www.mdpi.com,doi.org,europepmc.org,hal.univ-cotedazur.fr,hal.univ-cotedazur.fr,www.ncbi.nlm.nih.gov"
10.3390/molecules23071768,Fneich H.|Blanc W.,"Europium-Doped Sol-Gel SiO2-Based Glasses: Effect of the Europium Source and Content, Magnesium Addition and Thermal Treatment on Their Photoluminescence Properties",journal-article,2018-07-19,2018.0,Molecules,1420-3049,True,True,MDPI AG,Accès ouvert,Gold,Editeur et archive ouverte,"www.mdpi.com,doi.org,europepmc.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,www.ncbi.nlm.nih.gov,pdfs.semanticscholar.org"
10.1016/j.jdermsci.2018.11.011,Passeron T.,The key question of irradiance when it comes to the effects of visible light in the skin,journal-article,2019-01-01,2019.0,Journal of Dermatological Science,0923-1811,False,False,Elsevier BV,Accès ouvert,Bronze,Editeur,www.jdsjournal.com
10.1137/19M1255616,Chaumont-Frelet T.|Valentin F.,A Multiscale Hybrid-Mixed Method for the Helmholtz Equation in Heterogeneous Domains,journal-article,2020-01-01,2020.0,SIAM Journal on Numerical Analysis,0036-1429,False,False,Society for Industrial & Applied Mathematics (SIAM),Accès ouvert,Green,Archive ouverte,"hal.inria.fr,hal.inria.fr,hal.inria.fr"
10.3233/FI-2020-1879,Formenti E.,How Hard is it to Predict Sandpiles on Lattices? A Survey,journal-article,2019-10-23,2019.0,Fundamenta Informaticae,0169-2968,False,False,IOS Press,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1016/S1877-1203(20)30083-5,Hofman P.,Les nouveaux outils biologiques pour améliorer le dépistage du cancer bronchique,journal-article,2020-10-01,2020.0,Revue des Maladies Respiratoires Actualités,1877-1203,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1007/978-3-319-44365-2_4,Mariot L.,Resilient Vectorial Functions and Cyclic Codes Arising from Cellular Automata,book-chapter,2016-01-01,2016.0,Cellular Automata,0302-9743,False,False,Springer International Publishing,Accès fermé,Closed,Accès fermé,
10.1007/s13235-019-00307-1,Bernhard P.|Grognard F.|Mailleret L.,A Dynamic Game Approach to Uninvadable Strategies for Biotrophic Pathogens,journal-article,2019-03-28,2019.0,Dynamic Games and Applications,2153-0785,False,False,Springer Science and Business Media LLC,Accès ouvert,Green,Archive ouverte,"hal.inria.fr,hal.inria.fr"
10.1016/j.jbior.2017.12.002,Marchiq I.|Ždralević M.|Pouysségur J.,Disrupting the ‘Warburg effect’ re-routes cancer cells to OXPHOS offering a vulnerability point via ‘ferroptosis’-induced cell death,journal-article,2018-05-01,2018.0,Advances in Biological Regulation,2212-4926,False,False,Elsevier BV,Accès ouvert,Hybrid,Editeur,doi.org
10.1109/MODELS-C.2019.00070,Deantoni J.,Towards Sketching Interfaces for Multi-paradigm Modeling,proceedings-article,2019-09-01,2019.0,2019 ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),,False,False,IEEE,Accès ouvert,Green,Archive ouverte,"hal.inria.fr,hal.inria.fr"
10.1080/17531055.2016.1187814,Médard C.,"Agricultural frontier, land tenure changes and conflicts along the Gucha-Trans Mara boundary in Kenya",journal-article,2016-04-02,2016.0,Journal of Eastern African Studies,1753-1055,False,False,Informa UK Limited,Accès fermé,Closed,Accès fermé,
10.1136/bmjopen-2017-018884,Ilie M.|Marquette C.H.|Benzaquen J.|Hofman P.|Hofman V.|Leroy S.,Circulating tumour cells as a potential screening tool for lung cancer (the AIR study): protocol of a prospective multicentre cohort study in France,journal-article,2017-12-01,2017.0,BMJ Open,2044-6055,True,True,BMJ,Accès ouvert,Gold,Editeur et archive ouverte,"bmjopen.bmj.com,doi.org,europepmc.org,www.ncbi.nlm.nih.gov"
10.24033/asens.2359,Labourie F.,Variations along the Fuchsian locus,journal-article,2018-01-01,2018.0,Annales scientifiques de l'École normale supérieure,0012-9593,False,False,Societe Mathematique de France,Accès fermé,Closed,Accès fermé,
10.1016/j.jenvrad.2017.08.008,Beccia M.R.|Matara-Aho M.|Reeves B.|Den Auwer C.,New insight into the ternary complexes of uranyl carbonate in seawater,journal-article,2017-11-01,2017.0,Journal of Environmental Radioactivity,0265-931X,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1111/pcmr.12561,Passeron T.,Repigmentation in vitiligo: position paper of the Vitiligo Global Issues Consensus Conference,journal-article,2017-01-01,2017.0,Pigment Cell & Melanoma Research,1755-1471,False,False,Wiley,Accès fermé,Closed,Accès fermé,
